Nome,Biografia breve,Status di partigiano,Biografia,
Montanari Oddino Di Emilio,"Nato a Cesena l'8 ottobre 1903, ivi residente, coniugato e padre di una figlia, meccanico.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal 20 gennaio al 3 ottobre 1944.,"Antifascista, dal 1936 al 1938 combattè a difesa della repubblica spagnola; internato in Francia alla caduta della repubblica, consegnato all'Italia fu condannato al confino dal quale venne liberato il 21 agosto 1944. Dopo l'8 settembre fu commissario politico del comitato militare romagnolo delle brigate Garibaldi, membro del cln clandestino e organizzatore delle gap a Cesena. Il 3 ottobre 1944, di ritorno da una riunione clandestina, fu colpito a morte da una granata alleata.",
Montevecchi Domenico Fu Sante,"Nato a Faenza il 6 agosto 1909, ivi residente, sarto, coniugato",Riconosciuto partigiano del battaglione Corbari con ciclo operativo dall'8 settembre 1943 al 12 settembre 1944.,"La sua scheda personale presso l'anpi reca ""catturato in missione a Trieste il 28/2/44 e fucilato a Bolzano il 12/9/44""",
Monti Alvaro Di Attilio,"Nato a Civitella il 27 settembre 1919, ivi residente, bracciante, primo di tre figli, celibe.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 1 ottobre 1943 al 17 luglio 1944.,"Partigiano di una squadra del 5° distaccamento, cadde nel corso del rastrellamento del luglio 1944, il giorno17, quando la sua squadra in azione di perlustrazione venne attaccata da una colonna tedesca.",
Monti Romeo Fu Carlo,"Nato a Civitella di Romagna il 13 settembre 1900, residente a Pieve di Rivoschio, colono, coniugato e padre di cinque figli.",Riconosciuto partigiano della 8° brigata con ciclo operativo dal 6 novembre 1943 al 21 agosto 1944.,"Il 20 agosto 1944, fu fucilato dai tedeschi a Pieve di Rivoschio durante il rastrellamento d'agosto.",
Montini Foscolo Di Noè,"Nato a Badia Tedalda il 21 maggio 1922, ivi residente, secondo di due figli, carabiniere, celibe.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 14 maggio al 15 luglio 1944.,"Carabiniere. Il giorno 8 luglio 1944 fu catturato dai fascisti in località Ca Marcello e imprigionato alle Balze. Sottoposto a sevizie assieme ai cugini Sildo e Fre Bimbi. Il giorno successivo la fucilazione dei cugini fu portato a Sarsina dove un milite riconobbe in lui il partigiano che lo aveva catturato. Alle ore 18,40 del 13 luglio 1944 venne fucilato presso il podere Casetta in frazione Calbano.",Medaglia d'oro al valor militare.
Moretti Giuseppe Di Andrea,"Nato a Moglia (MN) l'8 luglio 1925, residente a Gonzaga (MN), secondogenito.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 16 gennaio al 12 aprile 1944.,"Catturato a Spinello nel corso del Grande rastrellamento d'aprile, venne fucilato nel locale cimitero assieme ad altri due partigiani.",
Morigi Urbano Di Giovanni,"Nato a Cesena il 1 agosto 1923, ivi residente in frazione San Giorgio, operaio, secondo di tre figli, celibe.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal 17 febbraio al 29 aprile 1944.,Ucciso il 29 aprile 1944 nel corso del rastrellamento di Martorano - Bagnile.,
Mosconi Michele Fu Giuseppe,"Nato a Civitella di Romagna l'11 settembre 1905, ivi residente, bracciante, coniugato e padre di un figlio.",Riconosciuto partigiano della 8° brigata con ciclo operativo dall'8 settembre 1943 al 2 settembre 1944.,"Antifascista, condannato durante gli anni della dittatura, fu tra gli iniziatori del movimento partigiano. Successivamente fu inquadrato nel servizio informazioni della brigata. Arrestato il 21 agosto 1944 nel corso del rastrellamento d'agosto, fu tradotto alle carceri di Forlì. Il 9 settembre 1944 fu impiccato a San Tomè per rappresaglia all'uccisione di un soldato tedesco.",
Mosconi Primo Fu Giovanni,"Nato a Santa Sofia il 1 settembre 1902, ivi residente, colono mezzadro, coniugato e padre di due figli.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 23 febbraio al 30 settembre 1944.,"L'atto di notorietà redatto in data 23 aprile 1946 nel comune di Santa Sofia attesta che egli morì ""il giorno 30 settembre 1944 in località ""Lucifero"" della parrocchia di S. Lucia - del Comune di Santa Sofia - in seguito ad azione di rappresaglia consumata da soldati tedeschi""",
Magalotti Quinto Di Enrico,"Nato a Borghi il 6 ottobre 1906, residente a Bertinoro, coniugato e padre di quattro figli.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dall'11 gennaio al 18 ottobre 1944.,"La scheda biografica presso l'Anpi reca ""Deceduto in seguito ad un mitragliamento aereo mentre eseguiva un servizio di staffetta il 18/10/44 nei pressi di Bertinoro"".",
Murras Rolando Di Pietro,"Nato a Pontassieve l'8 agosto 1912, ivi residente, manovale, primo di tre figli, celibe.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 15 novembre 1943 al 12 aprile 1944.,"La mattina del 12 aprile 1944, inizio del Grande rastrellamento d'aprile, si schierò, con la sua compagnia, sul crinale di Biserno vicino alla ""croce"" a 670 mt di quota, per contrastare i tedeschi che dalla strada bidentina intendevano conquistare i crinali dove erano attestati i partigiani. Un colpo di mortaio lo raggiunse ad una gamba mozzandogliela. Fu poi ucciso dai tedeschi assieme all'amico Angelo Mannucci rimastogli accanto per aiutarlo.",
Nanni Lello detto Marcello Di Giuseppe,"Nato a Civitella di Romagna il il 2 ottobre 1926, ivi residente in frazione Cusercoli, garzone, terzo di cinque figli, celibe.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 18 settembre 1943 al 28 giugno 1944.,"Durante il rastrellamento d'agosto, il giorno 20, per sfuggire ai tedeschi in azione di rastrellamento si nascose in un rifugio all'interno del monte Alio assieme ai coetanei Antonio Lombini, Angelo Giusti. Per scovarli i rastrellatori lanciarono bombe a mano che uccisero il giovane Antonio Lombini e li costrinse a uscire allo scoperto. Fu poi tradotto alla fornace di Meldola e rinchiuso con altri 185 in un locale. Il giorno dopo, 21 agosto, dopo essere stato sottoposto a strazianti torture, con l'amico Angelo Giusti anch'egli seviziato, fu unito ad altri 16 rastrellati e fucilato.",
Nensor Alberto Di Luigi,"Nato a Tredozio il 1 ottobre 1921, residente a Modigliana, colono, ultimo di quattro figli, celibe. Fratello di Giuseppe.",Riconosciuto partigiano del battaglione Corbari con ciclo operativo dal 1 agosto al 15 novembre 1944.,Il 15 novembre 1944 decedeva col fratello per lo scoppio di una mina.,
Nensor Giuseppe Di Luigi,"Nato a Tredozio il 18 maggio 1918, residente a Modigliana, colono, coniugato e padre di un figlio, fratello di Alberto.",Riconosciuto partigiano del battaglione Corbari con ciclo operativo dal 1 agosto al 15 novembre 1944.,Il 15 novembre 1944 decedeva col fratello Alberto per lo scoppio di una mina.,
Nicolò Luigi Fu Giuseppe,"Nato a Rimini il l'8 giugno 1922, ivi residente, studente, celibe.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal 1 gennaio al 16 agosto 1944.,"Apparteneva al 2° distaccamento del battaglione di Rimini della briagata gap. Arrestato il 14 agosto 1944 in una base partigiana con l'accusa di avere sabotato una trebbiatrice, sottoposto a maltrattamenti e torture, alle 7 del mattino del 16 agosto 1944 venne impiccato assieme a Cappelli e Paglierani nella centrale piazza Giulio Cesare di Rimini, oggi Tre martiri.",
Nucci Giulio Antonio,"Nato a Gatteo il 30 agosto 1910, ivi residente, coniugato.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal 15 maggio al 23 agosto 1944.,"Il 23 agosto 1944 mentre si accingeva ad un'azione bellica, in località Diegaro veniva colpito e ucciso da mitragliamento aereo.",
Olivieri Rosa Fu Pompilio,"Nata a Verghereto il 21 agosto 1893, ivi residente, coniugata e madre di quattro figli.",Riconosciuta partigiana con ciclo operativo dal 1 novembre 1943 al 24 luglio 1944.,"Secondo l'atto di notorietà redatto nel comune di Verghereto il 18 ottobre 1946 ""appartenente alla famiglia di Perini Domenico per aver data ospitalità viveri e informazioni a reparti partigiani dell'8° brigata Garibaldi veniva uccisa dai nazifascisti a Tavolicci di Verghereto il 21 luglio 1944 in un'azione di rappresaglia"". Nella strage perivano anche i suoi figli.",
Olivucci Romano Fu Attilio,"Nato a Civitella di Romagna il 11 agosto 1904, ivi residente a Cusercoli, coniugato e padre di tre figli.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 6 ottobre 1943 al 15 settembre 1944.,"Catturato durante il rastrellamento d'agosto. Il 24 febbraio 1946 nel comune di Civitella di Romagna veniva redatto l'atto di notorietà sulla causa di morte ""nel giorno 20 agosto 1944 veniva deportato dai tedeschi e da quella data lo stesso Olivucci non ha dato più sue notizie, infine si presume che sia morto""",
Olmeda Athos Di Nello,"Nato a Riccione il 22 maggio 1926, ivi residente, carbonaio, celibe.",Riconosciuto partigiano della brigata sap con ciclo operativo dal 15 febbraio al 20 luglio 1944.,"Nella scheda biografica dell'Anpi è annotato: ""Tradotto nel campo di concentramento di Viserba (Rimini) il 20 luglio 1944 veniva ucciso da piombo nazi-fascista"".",
Orfei Antonio Fu Antonio,"Nato a Bagno di Romagna il 30 settembre 1910, residente a Santa Sofia, bracciante, coniugato e padre di due figli.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 7 gennaio al 21 agosto 1944.,"Durante il rastrellamento d'agosto venne catturato a Collina di Pondo di Santa Sofia, la mattina del 20 agosto, da un reparto tedesco, portato sino alla Fornace di Meldola e rinchiuso in un locale assieme ad oltre 180 rastrellati. Il giorno dopo, fu costretto a scavarsi la fossa, e fucilato, per rappresaglia, assieme ad altre 17 persone.",
Paci Settimio Sebastiano,"Nato a S. Agata Feltria il 26 gennaio 1893, ivi residente, coniugato, e padre di cinque figli.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 4 maggio all'8 settembre 1944.,Caduto il 25 settembre 1944.,
Padovani Medardo Di Arrigo,"Nato a Ravenna il 3 aprile 1925, ivi residente, figlio unico, celibe.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 1 gennaio al 17 aprile 1944.,"Caduto nel corso del Grande rastrellamento d'aprile, il giorno 18.",
Pagliai Luciano Di Domenico,"Nato a Portico di Romagna il 3 aprile 1923, ivi residente, secondo di quattro figli, celibe.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 23 gennaio al 16 aprile 1944.,"Catturato nel corso del Grande rastrellamento d'aprile venne fucilato dai fascisti, a Santa Sofia il 16 aprile 1944.",
Paglierani Adelio Di Attilio,"Nato a Rimini il 28 aprile 1925, ivi residente, secondo di quattro figli, celibe.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal 1 novembre 1943 al 16 agosto 1944.,"Apparteneva al 2° distaccamento del battaglione di Rimini della briagata gap. Arrestato il 14 agosto 1944 in una base partigiana con l'accusa di avere sabotato una trebbiatrice, sottoposto a maltrattamenti e torture, alle 7 del mattino del 16 agosto 1944 venne impiccato assieme a Cappelli e Nicolò nella centrale piazza Giulio Cesare di Rimini, oggi Tre martiri.",
Paglierani Pasquale Fu Pietro,"Nato a Savignano sul Rubiconde il 10 aprile 1908, residente a Santarcangelo di Romagna, colono, coniugato e padre di due figli.",Riconosciuto partigiano della brigata sap con ciclo operativo dal 1 aprile al 26 settembre 1944.,"L'atto di notorietà redatto nel comune di Santarcangelo in data 15 luglio 1946 così attesta la causa della morte ""il 26 settembre 1944 mentre era intento a nascondere delle armi fu preso dai tedeschi in casa e fu ucciso lungo la propria strada dai tedeschi""",
Palareti Aldo Di Augusto,"Nato a Predappio il 28 aprile 1909, residente a Galeata, sarto, coniugato e padre di un figlio.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 10 settembre 1943 al 23 aprile 1944.,"La sua abitazione era punto di riferimento per i materiali, le armi e gli uomini che dovevano raggiungere la brigata partigiana in via di organizzazione. Nel febbraio 1944, dopo l'assalto alla locale caserma della gnr, gli fu impossibile continuare l'attività a Galeata e raggiunse la brigata. Portatosi verso Galeata per sfuggire al Grande rastrellamento d'aprile, venne catturato alle ore 2 del 23 aprile 1944, assieme a Libero Balzani, Luigi Bandini e Bruno Patrignani, in località Rio Secco. Dopo sevizie, fu fucilato nella stessa mattinata presso la cosiddetta ""fabbrica delle ginestre"" senza alcun processo -nemmeno sommario- incolpato della morte dello squadrista Secondo Ghetti.",Medaglia d'argento al VM
Panzavolta Nello Di Paolo,"Nato a Modigliana il 25 aprile 1925, ivi residente, colono, terzo di cinque figli, celibe.",Riconosciuto partigiano del battaglione Corbari con ciclo operativo dal 1 agosto al 15 novembre 1944.,Il 15 novembre 1944 decedeva per lo scoppio di una mina.,
Paolucci Tarcisio Fu Angelo,"Nato a Longiano il 22 luglio 1925, ivi residente, bracciante, secondo di tre figli.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal 14 febbraio al 5 agosto 1944.,"Il 18 luglio 1944, in compagnia degli amici Attilio Grilli e Augusto Sarpieri, venne raggiunto da una raffica di mitra sparata da una pattuglia tedesca che li credeva responsabili del ferimento di una staffetta motorizzata tedesca. Attilio Grilli decedeva. Assieme a Sarpieri veniva arrestato e tradotto alle locali carceri. Dopo giorni di interrogatori e indagini, la mattina del 4 agosto 1944 vennero improvvisamente prelevati e fucilati nel cimitero di Roncofreddo.",
Pasini Gino Di Matteo,"Nato a Cesena il 27 settembre 1919, ivi residente, operaio, secondo di quattro figli, celibe.",Partigiano della sap con ciclo operativo dal 24 dicembre 1943 al 13 maggio 1944.,Assieme al padre Matteo rimase vittima del bombardamento aereo del 13 maggio 1944.,
Pasini Guerrino Di Aurelio,"Nato a Bertinoro il 31 agosto 1916, ivi residente, secondo di due figli, celibe.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 1 febbraio al 12 aprile 1944.,Durante il Grande rastrellamento d'aprile cadde il 17 aprile 1944 nei pressi del Falterona.,
Pasini Matteo Di Eduardo,"Nato a Cesena il 29 agosto 1891, ivi residente, operaio, coniugato e padre di tre figli.",Riconosciuto partigiano della brigata sap con ciclo operativo dal 20 ottobre 1943 al 13 maggio 1945.,"Assieme al figlio Gino, il 13 maggio 1944 rimase vittima del bombardamento aereo.",
Passerini Vittorio Di Aldo,"Nato a Bologna il 5 giugno 1917, residente a Cesena, meccanico, coniugato.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal 15 giugno al 18 ottobre 1944.,Il giorno 15 ottobre 1944 moriva per azione di guerra.,
Pazzi Alvaro Di Francesco,"Nato a Tredozio il 29 marzo 1900, ivi residente, muratore, coniugato e padre di tre figli.",Riconosciuto partigiano del battaglione Corbari con ciclo operativo dal 20 luglio al 14 ottobre 1944.,"Fucilato a Tredozio, dai tedesci, il 14 ottobre 1944.",
Peci Maltoni Rino Di Luigi,"Nato a Forlì il 4 novembre 1928, ivi residente in frazione Castiglione, secondo di quattro figli, celibe.",Riconosciuto partigiano della brigata sap con ciclo operativo dal 5 agosto al 12 novembre 1944.,Il 12 novembre 1944 di ritorno da un'azione cadeva vittima di un bombardamento aereo.,
Pelliconi Aurelio. Di Lino,"Nato a Imola il 23 aprile 1923, ivi residente.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 20 dicembre 1943 al 30 novembre 1944.,"Il 10 novembre 1947 l'ufficio stralcio redigeva il verbale di irreperibilità ""durante il combattimento di Premilcuore il 6/2/1944 fu catturato dai tedeschi e non si è saputo più nulla ne si è ritrovata la sua salma"". Deceduto a Mathausen il 2 maggio 1945.",
Perini Gina Di Domenico,"Nata a Verghereto il 27 novembre 1926, ivi residente in frazione Tavolicci, casalinga, terza di quattro fratelli, celibe.",Riconosciuta partigiana dell'8° brigata con ciclo operativo dal 1 novembre 1943 al 21 luglio 1944.,"Uccisa con la madre Rosa Olivieri, il fratello Raimondo e la sorella Teresa nella strage di Tavolicci.",
